n,h0,tau_S,tau_relax,tau_min,faster_than_relax,bound_violated,R_safe
9,0.28,0.29438056374698535,0.3470396707478492,0.03223385701427492,true,false,0.9901666666666668
10,0.28,0.3152462242506882,0.3470396707478492,0.03223385701427492,true,false,0.9895
0,0.29,0.09769479154658905,0.2888896512042335,0.026252984360104765,true,false,0.29946666666666666
1,0.29,0.09781864362323167,0.2888896512042335,0.026252984360104765,true,false,0.9967666666666667
2,0.29,0.09781864362323167,0.2888896512042335,0.026252984360104765,true,false,0.9967666666666667
3,0.29,0.10375568617159235,0.2888896512042335,0.026252984360104765,true,false,0.9965666666666667
4,0.29,0.1603067248099034,0.2888896512042335,0.026252984360104765,true,false,0.9946333333333334
5,0.29,0.19970032940490282,0.2888896512042335,0.026252984360104765,true,false,0.9933666666666667
6,0.29,0.22551785058057713,0.2888896512042335,0.026252984360104765,true,false,0.9925
7,0.29,0.23296677516047198,0.2888896512042335,0.026252984360104765,true,false,0.9922333333333333
8,0.29,0.23490963248272254,0.2888896512042335,0.026252984360104765,true,false,0.9921666666666666
9,0.29,0.25337639281181196,0.2888896512042335,0.026252984360104765,true,false,0.9915666666666667
10,0.29,0.2553601562226472,0.2888896512042335,0.026252984360104765,true,false,0.9915
0,0.3,0.08372539761655697,0.22790194599244348,0.020243357399976025,true,false,0.2998
1,0.3,0.08384771102548447,0.22790194599244348,0.020243357399976025,true,false,0.9972333333333334
2,0.3,0.08384771102548447,0.22790194599244348,0.020243357399976025,true,false,0.9972333333333334
3,0.3,0.08384771102548447,0.22790194599244348,0.020243357399976025,true,false,0.9972333333333334
4,0.3,0.13161387967415364,0.22790194599244348,0.020243357399976025,true,false,0.9956333333333334
5,0.3,0.16002562487436353,0.22790194599244348,0.020243357399976025,true,false,0.9946333333333334
6,0.3,0.1812593900871393,0.22790194599244348,0.020243357399976025,true,false,0.9939666666666667
7,0.3,0.1915427216897195,0.22790194599244348,0.020243357399976025,true,false,0.9936333333333334
8,0.3,0.1972128614127339,0.22790194599244348,0.020243357399976025,true,false,0.9934333333333334
9,0.3,0.19804217696792206,0.22790194599244348,0.020243357399976025,true,false,0.9933666666666667
10,0.3,0.2040565520558441,0.22790194599244348,0.020243357399976025,true,false,0.9931666666666668
0,0.31,0.06749882093879392,0.16378532800800524,0.014204698312894028,true,false,0.3002
1,0.31,0.0676000620446347,0.16378532800800524,0.014204698312894028,true,false,0.9977666666666667
2,0.31,0.0676000620446347,0.16378532800800524,0.014204698312894028,true,false,0.9977666666666667
3,0.31,0.0676000620446347,0.16378532800800524,0.014204698312894028,true,false,0.9977666666666667
4,0.31,0.09387337761932384,0.16378532800800524,0.014204698312894028,true,false,0.9969
5,0.31,0.1163455357160998,0.16378532800800524,0.014204698312894028,true,false,0.9961
6,0.31,0.1299031710692073,0.16378532800800524,0.014204698312894028,true,false,0.9957
7,0.31,0.13538541047136193,0.16378532800800524,0.014204698312894028,true,false,0.9955
8,0.31,0.1384655274605868,0.16378532800800524,0.014204698312894028,true,false,0.9953666666666667
9,0.31,0.14525647629727073,0.16378532800800524,0.014204698312894028,true,false,0.9951666666666666
10,0.31,0.150872064129889,0.16378532800800524,0.014204698312894028,true,false,0.9949666666666667
0,0.32,0.047393526724018184,0.09620130142016049,0.008136725231895995,true,false,0.3008
1,0.32,0.04768238465604893,0.09620130142016049,0.008136725231895995,true,false,0.9984333333333333
2,0.32,0.04768238465604893,0.09620130142016049,0.008136725231895995,true,false,0.9984333333333333
3,0.32,0.04768238465604893,0.09620130142016049,0.008136725231895995,true,false,0.9984333333333333
4,0.32,0.04782554600249343,0.09620130142016049,0.008136725231895995,true,false,0.9984333333333333
5,0.32,0.06296633476286334,0.09620130142016049,0.008136725231895995,true,false,0.9979
6,0.32,0.07309101855204629,0.09620130142016049,0.008136725231895995,true,false,0.9975666666666666
7,0.32,0.07941311975853316,0.09620130142016049,0.008136725231895995,true,false,0.9973666666666666
8,0.32,0.08040179996912533,0.09620130142016049,0.008136725231895995,true,false,0.9973
9,0.32,0.08499624372597957,0.09620130142016049,0.008136725231895995,true,false,0.9971666666666666
10,0.32,0.08950610531783026,0.09620130142016049,0.008136725231895995,true,false,0.9970333333333333
0,0.33,0.017727868436220838,0.02475328412022466,0.0020391521651051212,true,false,0.3016666666666667
1,0.33,0.01779649619455757,0.02475328412022466,0.0020391521651051212,true,false,0.9994333333333334
2,0.33,0.01779649619455757,0.02475328412022466,0.0020391521651051212,true,false,0.9994333333333334
3,0.33,0.01779649619455757,0.02475328412022466,0.0020391521651051212,true,false,0.9994333333333334
4,0.33,0.01779649619455757,0.02475328412022466,0.0020391521651051212,true,false,0.9994333333333334
5,0.33,0.01779649619455757,0.02475328412022466,0.0020391521651051212,true,false,0.9994333333333334
6,0.33,0.020079670923981826,0.02475328412022466,0.0020391521651051212,true,false,0.9993
7,0.33,0.02169502409466958,0.02475328412022466,0.0020391521651051212,true,false,0.9993
8,0.33,0.022641540651315146,0.02475328412022466,0.0020391521651051212,true,false,0.9992333333333333
9,0.33,0.023144624017447147,0.02475328412022466,0.0020391521651051212,true,false,0.9992333333333333
10,0.33,0.023665626833895042,0.02475328412022466,0.0020391521651051212,true,false,0.9992333333333333
0,0.67,1.1583084190228359,0.024753284120224935,0.0020391521651051212,false,false,0.2926
1,0.67,1.158990461240225,0.024753284120224935,0.0020391521651051212,false,false,0.9613666666666667
2,0.67,0.9487689488693914,0.024753284120224935,0.0020391521651051212,false,false,0.9683666666666667
3,0.67,0.8716387000372231,0.024753284120224935,0.0020391521651051212,false,false,0.9709666666666668
4,0.67,0.8262291897375152,0.024753284120224935,0.0020391521651051212,false,false,0.9724333333333334
5,0.67,0.7996324453854522,0.024753284120224935,0.0020391521651051212,false,false,0.9733666666666667
6,0.67,0.7838956241028687,0.024753284120224935,0.0020391521651051212,false,false,0.9739000000000001
7,0.67,0.78250469388879,0.024753284120224935,0.0020391521651051212,false,false,0.9739000000000001
8,0.67,0.7800173927288941,0.024753284120224935,0.0020391521651051212,false,false,0.9739666666666668
9,0.67,0.03044016697368272,0.024753284120224935,0.0020391521651051212,false,false,0.9989666666666667
10,0.67,0.025228931753032147,0.024753284120224935,0.0020391521651051212,false,false,0.9991666666666668
0,0.68,1.1607360948327428,0.09620130142016074,0.00813672523189627,false,false,0.29273333333333335
1,0.68,1.1615848508242888,0.09620130142016074,0.00813672523189627,false,false,0.9613
2,0.68,0.9487686989350904,0.09620130142016074,0.00813672523189627,false,false,0.9683666666666667
3,0.68,0.871603327071936,0.09620130142016074,0.00813672523189627,false,false,0.9709666666666668
4,0.68,0.8262741431099341,0.09620130142016074,0.00813672523189627,false,false,0.9724333333333334
5,0.68,0.8380078565714262,0.09620130142016074,0.00813672523189627,false,false,0.9720333333333334
6,0.68,0.8451306063858558,0.09620130142016074,0.00813672523189627,false,false,0.9718333333333333
7,0.68,0.8493126451231534,0.09620130142016074,0.00813672523189627,false,false,0.9717
8,0.68,0.8487440884780123,0.09620130142016074,0.00813672523189627,false,false,0.9717
9,0.68,0.7735943911689134,0.09620130142016074,0.00813672523189627,false,false,0.9742333333333334
10,0.68,0.11244732386892628,0.09620130142016074,0.00813672523189627,false,false,0.9962333333333333
0,0.69,1.1631574741549646,0.16378532800800474,0.014204698312893753,false,false,0.29300000000000004
1,0.69,1.1635022458822544,0.16378532800800474,0.014204698312893753,false,false,0.9612333333333333
2,0.69,0.9487275911145779,0.16378532800800474,0.014204698312893753,false,false,0.9683666666666667
3,0.69,0.8716045689799456,0.16378532800800474,0.014204698312893753,false,false,0.9709666666666668
4,0.69,0.8264293295564017,0.16378532800800474,0.014204698312893753,false,false,0.9724333333333334
5,0.69,0.8381057778655133,0.16378532800800474,0.014204698312893753,false,false,0.9720333333333334
6,0.69,0.8452765915001769,0.16378532800800474,0.014204698312893753,false,false,0.9718333333333333
7,0.69,0.8493066378297833,0.16378532800800474,0.014204698312893753,false,false,0.9717
8,0.69,0.849655655881619,0.16378532800800474,0.014204698312893753,false,false,0.9717
9,0.69,0.8319145108781478,0.16378532800800474,0.014204698312893753,false,false,0.9723
10,0.69,0.2212127628917352,0.16378532800800474,0.014204698312893753,false,false,0.9926333333333334
0,0.7,1.1655727844210535,0.22790194599244298,0.020243357399975757,false,false,0.29319999999999996
1,0.7,1.1657030740041308,0.22790194599244298,0.020243357399975757,false,false,0.9611666666666667
2,0.7,0.9487830628748501,0.22790194599244298,0.020243357399975757,false,false,0.9683666666666667
3,0.7,0.8715847910189801,0.22790194599244298,0.020243357399975757,false,false,0.9709666666666668
4,0.7,0.9208910250949378,0.22790194599244298,0.020243357399975757,false,false,0.9693
5,0.7,0.9196973443486529,0.22790194599244298,0.020243357399975757,false,false,0.9693666666666666
6,0.7,0.9337105024603221,0.22790194599244298,0.020243357399975757,false,false,0.9689
7,0.7,0.9398660816592492,0.22790194599244298,0.020243357399975757,false,false,0.9687
8,0.7,0.9414288934956119,0.22790194599244298,0.020243357399975757,false,false,0.9686333333333333
9,0.7,0.8894944915837044,0.22790194599244298,0.020243357399975757,false,false,0.9703666666666667
10,0.7,0.2757408933344681,0.22790194599244298,0.020243357399975757,false,false,0.9908333333333333
0,0.71,1.1679822497658443,0.28888965120423304,0.026252984360104765,false,false,0.2932666666666667
1,0.71,1.1684349878851745,0.28888965120423304,0.026252984360104765,false,false,0.9610333333333333
2,0.71,0.9487784052578974,0.28888965120423304,0.026252984360104765,false,false,0.9683666666666667
3,0.71,0.871572598554916,0.28888965120423304,0.026252984360104765,false,false,0.9709666666666668
4,0.71,0.9208726737529407,0.28888965120423304,0.026252984360104765,false,false,0.9693
5,0.71,0.9522785853011768,0.28888965120423304,0.026252984360104765,false,false,0.9682333333333334
6,0.71,0.971657160095091,0.28888965120423304,0.026252984360104765,false,false,0.9676333333333333
7,0.71,0.9776182423175286,0.28888965120423304,0.026252984360104765,false,false,0.9674333333333334
8,0.71,0.9854981856288564,0.28888965120423304,0.026252984360104765,false,false,0.9671666666666667
9,0.71,0.9188010619240655,0.28888965120423304,0.026252984360104765,false,false,0.9693666666666666
10,0.71,0.7242458889355619,0.28888965120423304,0.026252984360104765,false,false,0.9758333333333334
0,0.72,1.1703866174035849,0.3470396707478492,0.03223385701427492,false,false,0.29346666666666665
1,0.72,1.1712418646943124,0.3470396707478492,0.03223385701427492,false,false,0.9609666666666666
2,0.72,0.9487037622696949,0.3470396707478492,0.03223385701427492,false,false,0.9683666666666667
3,0.72,0.871559775501117,0.3470396707478492,0.03223385701427492,false,false,0.9709666666666668
4,0.72,0.9208533730914399,0.3470396707478492,0.03223385701427492,false,false,0.9693
5,0.72,0.953472541387121,0.3470396707478492,0.03223385701427492,false,false,0.9682333333333334
6,0.72,0.9716488172697881,0.3470396707478492,0.03223385701427492,false,false,0.9676333333333333
7,0.72,0.9812365097940924,0.3470396707478492,0.03223385701427492,false,false,0.9673
8,0.72,0.9854882375105857,0.3470396707478492,0.03223385701427492,false,false,0.9671666666666667
9,0.72,0.9637564507152504,0.3470396707478492,0.03223385701427492,false,false,0.9679
10,0.72,0.8134240208042146,0.3470396707478492,0.03223385701427492,false,false,0.9729
0,0.73,1.1727856421330574,0.4026043739613916,0.038186249214579596,false,false,0.29359999999999997
1,0.73,1.1736916306383578,0.4026043739613916,0.038186249214579596,false,false,0.9609000000000001
2,0.73,0.9487830723396082,0.4026043739613916,0.038186249214579596,false,false,0.9683666666666667
3,0.73,0.8716022823850076,0.4026043739613916,0.038186249214579596,false,false,0.9709666666666668
4,0.73,0.9209173517006548,0.4026043739613916,0.038186249214579596,false,false,0.9693
5,0.73,0.9523174676643394,0.4026043739613916,0.038186249214579596,false,false,0.9682333333333334
6,0.73,0.9717073953220523,0.4026043739613916,0.038186249214579596,false,false,0.9676333333333333
7,0.73,0.9776181524476231,0.4026043739613916,0.038186249214579596,false,false,0.9674333333333334
8,0.73,0.9874974854057296,0.4026043739613916,0.038186249214579596,false,false,0.9671000000000001
9,0.73,0.9431788129307326,0.4026043739613916,0.038186249214579596,false,false,0.9685666666666667
10,0.73,0.8942260492981046,0.4026043739613916,0.038186249214579596,false,false,0.9701666666666667
0,0.74,1.1751795151958404,0.4558038919848865,0.044110430919450355,false,false,0.29386666666666666
1,0.74,1.1755308508328974,0.4558038919848865,0.044110430919450355,false,false,0.9608333333333333
2,0.74,0.9487822671875723,0.4558038919848865,0.044110430919450355,false,false,0.9683666666666667
3,0.74,0.8715357332057626,0.4558038919848865,0.044110430919450355,false,false,0.9709666666666668
4,0.74,0.9208171852132334,0.4558038919848865,0.044110430919450355,false,false,0.9693
5,0.74,0.9534504656262791,0.4558038919848865,0.044110430919450355,false,false,0.9682333333333334
6,0.74,0.9716369973495363,0.4558038919848865,0.044110430919450355,false,false,0.9676333333333333
7,0.74,0.9772323609345832,0.4558038919848865,0.044110430919450355,false,false,0.9674333333333334
8,0.74,0.9832255990774957,0.4558038919848865,0.044110430919450355,false,false,0.9672333333333333
9,0.74,0.9313626839540206,0.4558038919848865,0.044110430919450355,false,false,0.9689666666666666
10,0.74,0.852747129073928,0.4558038919848865,0.044110430919450355,false,false,0.9715666666666667
0,0.75,1.17756844829482,0.5068313851352054,0.05000666826712401,false,false,0.2940666666666667
1,0.75,1.1776983677987398,0.5068313851352054,0.05000666826712401,false,false,0.9607666666666667
2,0.75,0.9488295462904937,0.5068313851352054,0.05000666826712401,false,false,0.9683666666666667
3,0.75,1.0942218385916915,0.5068313851352054,0.05000666826712401,false,false,0.9635
4,0.75,1.1236642870462588,0.5068313851352054,0.05000666826712401,false,false,0.9625666666666667
5,0.75,1.1435538065271211,0.5068313851352054,0.05000666826712401,false,false,0.9619
6,0.75,1.1734410760127674,0.5068313851352054,0.05000666826712401,false,false,0.9609000000000001
7,0.75,1.1688333082044247,0.5068313851352054,0.05000666826712401,false,false,0.9610333333333333
8,0.75,1.1629762963950931,0.5068313851352054,0.05000666826712401,false,false,0.9612333333333333
9,0.75,0.9433997359205122,0.5068313851352054,0.05000666826712401,false,false,0.9685666666666667
10,0.75,0.8022785612864551,0.5068313851352054,0.05000666826712401,false,false,0.9732333333333333
0,0.76,1.1799526505771045,0.5558572765768072,0.05587522364738373,false,false,0.29433333333333334
1,0.76,1.1803398584210978,0.5558572765768072,0.05587522364738373,false,false,0.9606333333333333
2,0.76,0.9487835112847559,0.5558572765768072,0.05587522364738373,false,false,0.9683666666666667
3,0.76,1.093684109738246,0.5558572765768072,0.05587522364738373,false,false,0.9635666666666667
4,0.76,1.1236676536933317,0.5558572765768072,0.05587522364738373,false,false,0.9625666666666667
5,0.76,1.1717528659170007,0.5558572765768072,0.05587522364738373,false,false,0.9609666666666666
6,0.76,1.1994438453615126,0.5558572765768072,0.05587522364738373,false,false,0.9600333333333334
7,0.76,1.2050240095719604,0.5558572765768072,0.05587522364738373,false,false,0.9598333333333334
8,0.76,1.203987314008341,0.5558572765768072,0.05587522364738373,false,false,0.9599
9,0.76,0.9407548497932938,0.5558572765768072,0.05587522364738373,false,false,0.9686333333333333
10,0.76,0.8443487317080993,0.5558572765768072,0.05587522364738373,false,false,0.9718333333333333
0,0.77,1.1823328990859867,0.6030326865553659,0.06171635577162405,false,false,0.29460000000000003
1,0.77,1.183069355952716,0.6030326865553659,0.06171635577162405,false,false,0.9605666666666667
2,0.77,0.9488465709939234,0.6030326865553659,0.06171635577162405,false,false,0.9683666666666667
3,0.77,1.0942436064203163,0.6030326865553659,0.06171635577162405,false,false,0.9635
4,0.77,1.1937858524885172,0.6030326865553659,0.06171635577162405,false,false,0.9602333333333334
5,0.77,1.2353119479257069,0.6030326865553659,0.06171635577162405,false,false,0.9588333333333333
6,0.77,1.2514239098190214,0.6030326865553659,0.06171635577162405,false,false,0.9583
7,0.77,1.2049935002608039,0.6030326865553659,0.06171635577162405,false,false,0.9598333333333334
8,0.77,1.1990303863143654,0.6030326865553659,0.06171635577162405,false,false,0.9600333333333334
9,0.77,0.963562230509305,0.6030326865553659,0.06171635577162405,false,false,0.9679
10,0.77,0.8609501484703508,0.6030326865553659,0.06171635577162405,false,false,0.9712999999999999
0,0.78,1.1847089433852347,0.6484922417689595,0.06753031974128765,false,false,0.2949333333333334
1,0.78,1.1855264225112114,0.6484922417689595,0.06753031974128765,false,false,0.9605
2,0.78,0.9487250387086357,0.6484922417689595,0.06753031974128765,false,false,0.9683666666666667
3,0.78,1.093668382139036,0.6484922417689595,0.06753031974128765,false,false,0.9635666666666667
4,0.78,1.1937733513618158,0.6484922417689595,0.06753031974128765,false,false,0.9602333333333334
5,0.78,1.2597465774171863,0.6484922417689595,0.06753031974128765,false,false,0.9580333333333333
6,0.78,1.2835984992668672,0.6484922417689595,0.06753031974128765,false,false,0.9572333333333334
7,0.78,1.2835543832145877,0.6484922417689595,0.06753031974128765,false,false,0.9572333333333334
8,0.78,1.2569567534981465,0.6484922417689595,0.06753031974128765,false,false,0.9581000000000001
9,0.78,0.9431930311550282,0.6484922417689595,0.06753031974128765,false,false,0.9685666666666667
10,0.78,0.8979745411928004,0.6484922417689595,0.06753031974128765,false,false,0.9701000000000001
0,0.79,1.187080906822357,0.6923563915330472,0.07331736711471529,false,false,0.29533333333333334
1,0.79,1.1874028309895786,0.6923563915330472,0.07331736711471529,false,false,0.9604333333333333
2,0.79,0.9487837845498152,0.6923563915330472,0.07331736711471529,false,false,0.9683666666666667
3,0.79,1.0936841832419495,0.6923563915330472,0.07331736711471529,false,false,0.9635666666666667
4,0.79,1.1937872045945748,0.6923563915330472,0.07331736711471529,false,false,0.9602333333333334
5,0.79,1.2597693130141714,0.6923563915330472,0.07331736711471529,false,false,0.9580333333333333
6,0.79,1.2895686278906222,0.6923563915330472,0.07331736711471529,false,false,0.9570333333333334
7,0.79,1.301853259253501,0.6923563915330472,0.07331736711471529,false,false,0.9566333333333333
8,0.79,1.2936297406275608,0.6923563915330472,0.07331736711471529,false,false,0.9569
9,0.79,0.9635613312409438,0.6923563915330472,0.07331736711471529,false,false,0.9679
10,0.79,0.8943899129940167,0.6923563915330472,0.07331736711471529,false,false,0.9701666666666667
0,0.8,1.1894489892041762,0.7347333311276489,0.07907774597245816,false,false,0.29573333333333335
1,0.8,1.1898803471823338,0.7347333311276489,0.07907774597245816,false,false,0.9603666666666667
2,0.8,0.9487804733273792,0.7347333311276489,0.07907774597245816,false,false,0.9683666666666667
3,0.8,1.0936832925803996,0.7347333311276489,0.07907774597245816,false,false,0.9635666666666667
4,0.8,1.19378642372757,0.7347333311276489,0.07907774597245816,false,false,0.9602333333333334
5,0.8,1.2597680314823656,0.7347333311276489,0.07907774597245816,false,false,0.9580333333333333
6,0.8,1.2895673263844623,0.7347333311276489,0.07907774597245816,false,false,0.9570333333333334
7,0.8,1.301859960559422,0.7347333311276489,0.07907774597245816,false,false,0.9566333333333333
8,0.8,1.2994015320467214,0.7347333311276489,0.07907774597245816,false,false,0.9567
9,0.8,0.9692465373820229,0.7347333311276489,0.07907774597245816,false,false,0.9677000000000001
10,0.8,0.9311317560432718,0.7347333311276489,0.07907774597245816,false,false,0.9689666666666666
0,0.81,1.1918133884399693,0.7757206096563876,0.08481170098109055,false,false,0.2964
1,0.81,1.191963511210296,0.7757206096563876,0.08481170098109055,false,false,0.9603
2,0.81,0.948772031235019,0.7757206096563876,0.08481170098109055,false,false,0.9683666666666667
3,0.81,1.0936810218192092,0.7757206096563876,0.08481170098109055,false,false,0.9635666666666667
4,0.81,1.1937844328906058,0.7757206096563876,0.08481170098109055,false,false,0.9602333333333334
5,0.81,1.259764764185239,0.7757206096563876,0.08481170098109055,false,false,0.9580333333333333
6,0.81,1.2895640081620414,0.7757206096563876,0.08481170098109055,false,false,0.9570333333333334
7,0.81,1.3018597741405666,0.7757206096563876,0.08481170098109055,false,false,0.9566333333333333
8,0.81,1.2955768724696382,0.7757206096563876,0.08481170098109055,false,false,0.9568333333333334
9,0.81,0.9677628986306198,0.7757206096563876,0.08481170098109055,false,false,0.9677666666666667
10,0.81,0.8834183202498727,0.7757206096563876,0.08481170098109055,false,false,0.9705666666666667
0,0.82,1.1941746614544142,0.8154064825496125,0.0905194734555671,false,false,0.29733333333333334
1,0.82,1.194560948190585,0.8154064825496125,0.0905194734555671,false,false,0.9601666666666666
2,0.82,0.9487260089394884,0.8154064825496125,0.0905194734555671,false,false,0.9683666666666667
3,0.82,1.0936686430970797,0.8154064825496125,0.0905194734555671,false,false,0.9635666666666667
4,0.82,1.193773580150084,0.8154064825496125,0.0905194734555671,false,false,0.9602333333333334
5,0.82,1.2597469529016923,0.8154064825496125,0.0905194734555671,false,false,0.9580333333333333
6,0.82,1.292752195942249,0.8154064825496125,0.0905194734555671,false,false,0.9569
7,0.82,1.3010017707950274,0.8154064825496125,0.0905194734555671,false,false,0.9566333333333333
8,0.82,1.297394793930091,0.8154064825496125,0.0905194734555671,false,false,0.9567666666666667
9,0.82,0.969307625123372,0.8154064825496125,0.0905194734555671,false,false,0.9677000000000001
10,0.82,0.933404702868211,0.8154064825496125,0.0905194734555671,false,false,0.9689
0,0.83,1.1965330527386087,0.8538710558830546,0.09620130142016049,false,false,0.29873333333333335
1,0.83,1.1971475219325443,0.8538710558830546,0.09620130142016049,false,false,0.9601000000000001
2,0.83,0.9487069428158846,0.8538710558830546,0.09620130142016049,false,false,0.9683666666666667
3,0.83,1.093663515033301,0.8538710558830546,0.09620130142016049,false,false,0.9635666666666667
4,0.83,1.193769084253908,0.8538710558830546,0.09620130142016049,false,false,0.9602333333333334
5,0.83,1.2597395742757818,0.8538710558830546,0.09620130142016049,false,false,0.9580333333333333
6,0.83,1.2895662873329359,0.8538710558830546,0.09620130142016049,false,false,0.9570333333333334
7,0.83,1.301302519224077,0.8538710558830546,0.09620130142016049,false,false,0.9566333333333333
8,0.83,1.2921952977770879,0.8538710558830546,0.09620130142016049,false,false,0.9569
9,0.83,0.9692434043093364,0.8538710558830546,0.09620130142016049,false,false,0.9677000000000001
10,0.83,0.954981550961581,0.8538710558830546,0.09620130142016049,false,false,0.9681666666666667
0,0.84,1.1988883797710568,0.8911872598201562,0.10185741966802261,false,false,0.29873333333333335
1,0.84,1.1992798804107934,0.8911872598201562,0.10185741966802261,false,false,0.9600333333333334
2,0.84,0.9489193287809421,0.8911872598201562,0.10185741966802261,false,false,0.9683666666666667
3,0.84,1.0941735806122888,0.8911872598201562,0.10185741966802261,false,false,0.9635
4,0.84,1.1937868538544996,0.8911872598201562,0.10185741966802261,false,false,0.9602333333333334
5,0.84,1.261486994594258,0.8911872598201562,0.10185741966802261,false,false,0.9579666666666667
6,0.84,1.2847879989249473,0.8911872598201562,0.10185741966802261,false,false,0.9571666666666666
7,0.84,1.3018463304977868,0.8911872598201562,0.10185741966802261,false,false,0.9566333333333333
8,0.84,1.2974001555347199,0.8911872598201562,0.10185741966802261,false,false,0.9567666666666667
9,0.84,1.139370049276459,0.8911872598201562,0.10185741966802261,false,false,0.9620333333333334
10,0.84,0.9732685264553207,0.8911872598201562,0.10185741966802261,false,false,0.9675666666666667
0,0.85,1.2012408339085117,0.9274216809117214,0.10748805981940314,false,false,0.2986666666666667
1,0.85,1.2016101156415329,0.9274216809117214,0.10748805981940314,false,false,0.9599666666666666
2,0.85,0.9487886294463046,0.9274216809117214,0.10748805981940314,false,false,0.9683666666666667
3,0.85,1.0936854864414993,0.9274216809117214,0.10748805981940314,false,false,0.9635666666666667
4,0.85,1.1937883471450186,0.9274216809117214,0.10748805981940314,false,false,0.9602333333333334
5,0.85,1.2597711881264237,0.9274216809117214,0.10748805981940314,false,false,0.9580333333333333
6,0.85,1.2895705322288833,0.9274216809117214,0.10748805981940314,false,false,0.9570333333333334
7,0.85,1.3018477106193198,0.9274216809117214,0.10748805981940314,false,false,0.9566333333333333
8,0.85,1.2973992711754554,0.9274216809117214,0.10748805981940314,false,false,0.9567666666666667
9,0.85,1.024262378355789,0.9274216809117214,0.10748805981940314,false,false,0.9658333333333334
10,0.85,0.9774987494753541,0.9274216809117214,0.10748805981940314,false,false,0.9674333333333334
0,0.86,1.2035906052104723,0.9626352771200921,0.11309345037856398,false,false,0.29860000000000003
1,0.86,1.2037222401381866,0.9626352771200921,0.11309345037856398,false,false,0.9599
2,0.86,0.9487251939181659,0.9626352771200921,0.11309345037856398,true,false,0.9683666666666667
3,0.86,1.093668423884932,0.9626352771200921,0.11309345037856398,false,false,0.9635666666666667
4,0.86,1.1937733879614578,0.9626352771200921,0.11309345037856398,false,false,0.9602333333333334
5,0.86,1.2597466374840758,0.9626352771200921,0.11309345037856398,false,false,0.9580333333333333
6,0.86,1.2927517206642087,0.9626352771200921,0.11309345037856398,false,false,0.9569
7,0.86,1.3010012930312658,0.9626352771200921,0.11309345037856398,false,false,0.9566333333333333
8,0.86,1.2961557442846727,0.9626352771200921,0.11309345037856398,false,false,0.9567666666666667
9,0.86,1.0226906552136183,0.9626352771200921,0.11309345037856398,false,false,0.9659
10,0.86,0.9884645662535329,0.9626352771200921,0.11309345037856398,false,false,0.9670333333333333
0,0.87,1.2059378825440052,0.9968839948552349,0.11867381678942088,false,false,0.2984
1,0.87,1.2062917141892537,0.9968839948552349,0.11867381678942088,false,false,0.9597666666666667
2,0.87,0.9488472901118956,0.9968839948552349,0.11867381678942088,true,false,0.9683666666666667
3,0.87,1.0942445258827371,0.9968839948552349,0.11867381678942088,false,false,0.9635
4,0.87,1.1937860220918934,0.9968839948552349,0.11867381678942088,false,false,0.9602333333333334
5,0.87,1.261445514616381,0.9968839948552349,0.11867381678942088,false,false,0.9579666666666667
6,0.87,1.2927537250044838,0.9968839948552349,0.11867381678942088,false,false,0.9569
7,0.87,1.301859927425287,0.9968839948552349,0.11867381678942088,false,false,0.9566333333333333
8,0.87,1.29615676267325,0.9968839948552349,0.11867381678942088,false,false,0.9567666666666667
9,0.87,1.1414156563975875,0.9968839948552349,0.11867381678942088,false,false,0.9619666666666667
10,0.87,1.0554163570505337,0.9968839948552349,0.11867381678942088,false,false,0.9648333333333333
0,0.88,1.2082835566824792,1.0302193037079368,0.124229381489951,false,false,0.29819999999999997
1,0.88,1.2089095175082567,1.0302193037079368,0.124229381489951,false,false,0.9597
2,0.88,0.948723405093005,1.0302193037079368,0.124229381489951,true,false,0.9683666666666667
3,0.88,1.0936679427544411,1.0302193037079368,0.124229381489951,false,false,0.9635666666666667
4,0.88,1.1937729661426715,1.0302193037079368,0.124229381489951,false,false,0.9602333333333334
5,0.88,1.259745945200047,1.0302193037079368,0.124229381489951,false,false,0.9580333333333333
6,0.88,1.292750677515327,1.0302193037079368,0.124229381489951,false,false,0.9569
7,0.88,1.3010002444266786,1.0302193037079368,0.124229381489951,false,false,0.9566333333333333
8,0.88,1.2955791399832615,1.0302193037079368,0.124229381489951,false,false,0.9568333333333334
9,0.88,1.1513494870456071,1.0302193037079368,0.124229381489951,false,false,0.9616333333333333
10,0.88,1.1304695837002026,1.0302193037079368,0.124229381489951,false,false,0.9623
0,0.89,1.2106272977368873,1.0626886617120124,0.12976036396539542,false,false,0.29806666666666665
1,0.89,1.2113493951519752,1.0626886617120124,0.12976036396539542,false,false,0.9596333333333333
2,0.89,0.9489152071233942,1.0626886617120124,0.12976036396539542,true,false,0.9683666666666667
3,0.89,1.0941708629680076,1.0626886617120124,0.12976036396539542,false,false,0.9635
4,0.89,1.1937858816562734,1.0626886617120124,0.12976036396539542,false,false,0.9602333333333334
5,0.89,1.2614846235435602,1.0626886617120124,0.12976036396539542,false,false,0.9579666666666667
6,0.89,1.2847856054339803,1.0626886617120124,0.12976036396539542,false,false,0.9571666666666666
7,0.89,1.3010006790776465,1.0626886617120124,0.12976036396539542,false,false,0.9566333333333333
8,0.89,1.2955791836715882,1.0626886617120124,0.12976036396539542,false,false,0.9568333333333334
9,0.89,1.1226582074227616,1.0626886617120124,0.12976036396539542,false,false,0.9625666666666667
