control,n,h0,A,omega,alpha,R_cantor,R_ctrl_mean,R_ctrl_sd,delta,pct_rank
G2_random,4,0.78,0.5,1.0,0.8,0.8931,0.9059,0.032238312801083975,-0.012800000000000034,53.333333333333336
G2_random,5,0.78,0.5,1.0,0.8,0.8936333333333334,0.8986333333333334,0.02178076060579727,-0.0050000000000000044,63.333333333333336
G2_random,6,0.78,0.5,1.0,0.8,0.8942333333333334,0.8995111111111112,0.021319105049278475,-0.005277777777777715,63.333333333333336
G2_random,7,0.78,0.5,1.0,0.8,0.8949,0.8943088888888889,0.000995119636363835,0.0005911111111110978,80.0
G2_random,8,0.78,0.5,1.0,0.8,0.8961,0.8969133333333335,0.000794116294792621,-0.0008133333333334436,10.0
G2_random,1,0.82,0.5,1.0,0.8,0.8771,0.7109800000000001,0.15090335330374266,0.16611999999999993,58.333333333333336
G2_random,2,0.82,0.5,1.0,0.8,0.8857666666666667,0.9084755555555557,0.039771826156350755,-0.022708888888889,36.666666666666664
G2_random,3,0.82,0.5,1.0,0.8,0.8851,0.9010822222222223,0.032989211905881256,-0.015982222222222342,40.0
G2_random,4,0.82,0.5,1.0,0.8,0.8877,0.8964955555555555,0.025952287098046162,-0.008795555555555445,46.666666666666664
G2_random,5,0.82,0.5,1.0,0.8,0.8879,0.895368888888889,0.02100496189023481,-0.007468888888888969,30.0
G2_random,6,0.82,0.5,1.0,0.8,0.8889666666666667,0.890568888888889,0.0015295288467288702,-0.0016022222222222826,13.333333333333334
G2_random,7,0.82,0.5,1.0,0.8,0.8903,0.8909933333333334,0.000523062013275473,-0.0006933333333334346,5.0
G2_random,8,0.82,0.5,1.0,0.8,0.8959666666666667,0.8960911111111113,0.0013708216439660434,-0.00012444444444459357,33.333333333333336
G2_random,1,0.86,0.5,1.0,0.8,0.8769000000000001,0.7489877777777779,0.15230157934676777,0.1279122222222222,46.666666666666664
G2_random,2,0.86,0.5,1.0,0.8,0.8857666666666667,0.8908044444444445,0.027047587881678343,-0.005037777777777808,56.666666666666664
G2_random,3,0.86,0.5,1.0,0.8,0.8851,0.899888888888889,0.03414640591683166,-0.014788888888888962,63.333333333333336
G2_random,4,0.86,0.5,1.0,0.8,0.8848333333333334,0.891051111111111,0.020361047126858947,-0.0062177777777776555,41.666666666666664
G2_random,5,0.86,0.5,1.0,0.8,0.8849666666666667,0.890028888888889,0.014736218923053096,-0.005062222222222301,11.666666666666666
G2_random,6,0.86,0.5,1.0,0.8,0.8865666666666667,0.88814,0.0011635063929505511,-0.0015733333333333155,6.666666666666667
G2_random,7,0.86,0.5,1.0,0.8,0.8874333333333334,0.8885755555555555,0.0007760264903116372,-0.0011422222222220446,0.0
G2_random,8,0.86,0.5,1.0,0.8,0.8955666666666667,0.894708888888889,0.0020775562813486314,0.0008577777777777351,51.666666666666664
G2_random,1,0.9,0.5,1.0,0.8,0.8767,0.7184311111111111,0.15382505038243818,0.1582688888888889,53.333333333333336
G2_random,2,0.9,0.5,1.0,0.8,0.8857666666666667,0.8940377777777777,0.028466712069377956,-0.008271111111111007,50.0
G2_random,3,0.9,0.5,1.0,0.8,0.8851,0.8923333333333332,0.02841702986251196,-0.007233333333333203,70.0
G2_random,4,0.9,0.5,1.0,0.8,0.8848333333333334,0.8876244444444443,0.014649862194723643,-0.0027911111111109665,56.666666666666664
G2_random,5,0.9,0.5,1.0,0.8,0.8849666666666667,0.8848444444444445,0.002630798042366436,0.00012222222222213475,70.0
G2_random,6,0.9,0.5,1.0,0.8,0.8853666666666666,0.8859466666666668,0.00146866634839636,-0.000580000000000136,38.333333333333336
G2_random,7,0.9,0.5,1.0,0.8,0.8860333333333333,0.8866599999999999,0.0008712698268109061,-0.0006266666666665532,20.0
G2_random,8,0.9,0.5,1.0,0.8,0.8955666666666667,0.8936755555555556,0.00241009901599956,0.0018911111111111767,76.66666666666667
G2_random,1,0.94,0.5,1.0,0.8,0.8765666666666667,0.7376433333333333,0.1548712086730845,0.1389233333333334,46.666666666666664
G2_random,2,0.94,0.5,1.0,0.8,0.8857666666666667,0.8903533333333334,0.02787048535678897,-0.004586666666666739,70.0
G2_random,3,0.94,0.5,1.0,0.8,0.8851,0.888268888888889,0.023760979205884544,-0.0031688888888889988,76.66666666666667
G2_random,4,0.94,0.5,1.0,0.8,0.8848333333333334,0.8843,0.014414062950048781,0.0005333333333333856,83.33333333333333
G2_random,5,0.94,0.5,1.0,0.8,0.8849666666666667,0.8831066666666667,0.002098665877988445,0.0018599999999999728,80.0
G2_random,6,0.94,0.5,1.0,0.8,0.8854333333333333,0.8836711111111113,0.0010471904880503277,0.0017622222222219985,95.0
