rho,centre,eps,pid,safe,eta,C_mean,C_rms,C95,C_max,m_mean,m_std,m_min
0.28,tau_beh,0.0,ceefeb6dfd2774f5,1.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,0a75d1652e4b45c3,0.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,a6b697d77c9f85d9,0.008032128514056214,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,d885de2afa039b9c,1.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,f118ea4ba6a39159,0.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,3893450c49d5eaba,0.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,5a249cb91df4c7fe,1.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,a00dd8300045984e,0.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,6235f795548b79fd,0.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,ffd4fc00ad884d43,0.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,4badc7fc620dfba4,1.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,efaae1a392de4953,0.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,07145e220ba13162,0.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,b808856c05ac26ba,1.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,0.0,e2bb98fb5abdf60c,1.0,0.5286779942070982,0.012508550861901266,0.01573600009168996,0.026784471883755642,0.029115136885976778,0.16968809192379317,5.533819516499837,-26.32982063293457
0.28,tau_beh,2.0,c630343f813bd8ee,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,3c44ff264dc930c5,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
