pid,d_clean,x_risk,inside_calibrated_window
336eeb089418cad3,0.9230060137847053,0.0,True
0915d81c5e40ce29,2.789584949575179,0.0,True
ec83fdcfcb0b42ea,0.1316677927608314,0.0,True
ed148769ae1a1248,0.2866974631388344,0.0,True
3db2a90f9c453d62,0.8685309028300785,0.0,True
45668aaa75c59489,0.2014392232966622,0.0,True
75d06431093e0ae8,1.6833109532197161,0.0,True
0917e2b1bc0f0be7,1.9257681364489796,0.0,True
97e399674603b7ad,1.1295750067715562,0.0,True
a9628c413aa17875,1.695952135566472,0.0,True
524d5b9004c6293a,2.357159353699702,0.0,True
8613dcb51b769225,2.295480037500128,0.0,True
e58116638487e566,1.5734334030045098,0.0,True
02a4616aee48aa6e,2.447670793896653,0.0,True
d8ebeb48d8cb227d,2.1180544201154197,0.0,True
1d01b77c79d88762,1.696166999068418,0.0,True
7e7687c3f9450e96,-0.05448193062196199,0.05448193062196199,True
58a19bdaf37f6f82,2.701184870322107,0.0,True
c4a4caaf1e69a0f1,0.6596688669133458,0.0,True
75d29d81c998dc6b,1.2535534349433008,0.0,True
711c64b94c9c468a,2.053439786304754,0.0,True
2e1745061517f2f1,2.583743626088034,0.0,True
2efd253e07b16537,1.9847916148846227,0.0,True
4a3571174bf08709,1.7300291067687394,0.0,True
33f424ac6858c9ba,2.523866020044306,0.0,True
6690e3a64af3d7df,-0.1611669262301468,0.1611669262301468,True
471fea3790001a88,3.1407628545017543,0.0,True
5262655087cd95ce,2.044229926172329,0.0,True
432d02aa0c329e83,0.8531247539986317,0.0,True
6ae01e50ead01f62,1.6365801707415026,0.0,True
b3e2bedfd9dfd687,1.2316809702080347,0.0,True
a4d5949717b5f365,2.2484068277865923,0.0,True
b28661922cc11f79,0.4587995674676583,0.0,True
a170af202dee6791,0.6535058349821642,0.0,True
151084993481ca46,1.5746703460989728,0.0,True
0c2cb422d0d37bc0,1.370897633317463,0.0,True
b1f0f100d1d9e6ce,2.050933753388671,0.0,True
d0753dd801e0a24d,0.26269545175814163,0.0,True
fb0129f657f90fc1,2.1672110665124196,0.0,True
ba82de12b2d02c79,1.2367717337653008,0.0,True
220c655292f999a9,-0.8227813856125207,0.8227813856125207,False
c519000523ec51c5,2.651281308970257,0.0,True
babf6db3785d3113,2.2291349804536895,0.0,True
dcec6a89f3aae953,-0.09124015138079797,0.09124015138079797,True
086909b6ef9958d1,2.079496070050127,0.0,True
16c408eab0bdf11d,-0.36316005105822063,0.36316005105822063,True
6d530d26f4410f91,1.7416338580652178,0.0,True
ec7450b4c35334ab,2.1986109624554833,0.0,True
e78e5dfbba7163aa,1.414909964756988,0.0,True
b3386ca1136d6bb1,1.7877325957857277,0.0,True
3d3ee621af8d0677,0.381328656689805,0.0,True
564f43a93a066264,0.4172804108212981,0.0,True
7c4188af476ed2ba,-0.38828288188450827,0.38828288188450827,True
46797fded1e15489,-0.34684494287555295,0.34684494287555295,True
8a5daeddf44fe0de,0.8884631864371252,0.0,True
65ca91e6c9dbe056,2.7196549770828007,0.0,True
23c0b77b6e7990dd,1.6449559157951026,0.0,True
d9907f04944ed0b9,1.2565634000281751,0.0,True
450b2d5554433c47,0.7702854624528607,0.0,True
b2548f3c4dc9f1a6,1.9535373022320202,0.0,True
f8c65c1ae3d3462e,1.7265360942164099,0.0,True
ad772230c2227b9e,1.6947838830615274,0.0,True
2d7ba1cbeef53229,0.9636859142732531,0.0,True
f182111c6ecc452f,1.9133181008218962,0.0,True
4462c9f5d0970847,1.3466538571914055,0.0,True
477027eae2efe8d8,2.1961365301666103,0.0,True
9f6eb82267a02e36,1.1925592657542148,0.0,True
7f92a6517afe3fe6,3.404576214193768,0.0,True
31748b1a9a36d91c,0.6795119400901317,0.0,True
e9f0c80ce6919fb7,0.12127390387712465,0.0,True
a4c404129f177fd2,3.2304478028974177,0.0,True
4b9dae3bdc131a17,2.316016506846546,0.0,True
996175797f84943d,1.7342611726939285,0.0,True
798e88fe2b594c5d,3.110886789060644,0.0,True
042a020f29b4e54e,-0.5242332551927839,0.5242332551927839,False
65ef2c13fcd2a637,0.17901762805853438,0.0,True
bdd09ae5836ef23f,-0.02926684025483235,0.02926684025483235,True
c80adb9648e5559b,2.4368083209021134,0.0,True
56886904be068a64,1.8934671490242978,0.0,True
ce3379bfb724fbb0,2.29645239369117,0.0,True
5de286c492a86151,1.825348141352502,0.0,True
c6eddc23914e3abb,0.15337035979518615,0.0,True
cb9473ee4dced0d8,0.5949537007109159,0.0,True
8203623ca1ab065d,1.4219303429441035,0.0,True
83d57a32334a9acb,2.3419421927176893,0.0,True
e417237626da5bff,2.4978101937194275,0.0,True
e05882a1aa4b95c2,1.592300668057183,0.0,True
f50f8cac840b4e1b,0.38620162894872495,0.0,True
d8da4411f2f9a2ff,2.6217610761935766,0.0,True
b40c64a8652f7042,1.5762723779952252,0.0,True
