rho,depth,attack,eps,pid,safe,eta,C_mean,C_rms,C95,C_max,m_mean,m_std,m_min
0.25,3,authority_test,2.0,78001bdfb89f1ad1,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,7b925779bf22fd74,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,7be724e7d2299999,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,82da82d3e55219a5,0.007722007722007707,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,8acfa77cf5234bd4,0.008264462809917328,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,9332a9cf5d92314a,0.007968127490039834,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,9f60113cec74b0ee,0.007633587786259555,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,a2f68f9c135648a0,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,a3ecb75bd15d05d8,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,a4a471e79162ce6a,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,aa0070de67183c08,0.007968127490039834,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,aa6bc6d9ff6d7768,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,acd5a3fd547677f6,0.008333333333333304,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
