pid,family,epsilon,d_attacked,risk_eligible,arm,action,q_raw,q_ctrl,clipped
96eee15772da24e4,ATTACK_V,0.0,2.2852061128438663,False,LINEAR,0.0,0.0,0.0,False
4181964ad1b81e23,ATTACK_V,0.0,0.8434506534786266,False,LINEAR,0.0,0.0,0.0,False
6f184d8324930b01,ATTACK_V,0.0,-0.4456697983564157,True,LINEAR,0.32465690148257664,0.013298858849301012,0.013298858849301012,False
852cf85c6c2477fb,ATTACK_V,0.0,1.065904050293906,False,LINEAR,0.0,0.0,0.0,False
5bced65e5d091f15,ATTACK_V,0.0,1.5144904478409658,False,LINEAR,0.0,0.0,0.0,False
8d8544c4f9e1111c,ATTACK_V,0.0,2.269635855506723,False,LINEAR,0.0,0.0,0.0,False
469aa36d2b31f2a4,ATTACK_V,0.0,2.983411762739956,False,LINEAR,0.0,0.0,0.0,False
0533a3d229beb752,ATTACK_V,0.0,1.4678414300563474,False,LINEAR,0.0,0.0,0.0,False
26908093b14c35a8,ATTACK_V,0.0,-0.2041822911059854,True,LINEAR,0.14874059272706022,0.006092832583584243,0.006092832583584243,False
a872ada1a1facf5b,ATTACK_V,0.0,2.161695632727641,False,LINEAR,0.0,0.0,0.0,False
b6dc9c7ad300e6be,ATTACK_V,0.0,1.1772003644991131,False,LINEAR,0.0,0.0,0.0,False
c21d77d623c5a9bb,ATTACK_V,0.0,1.8099143562399456,False,LINEAR,0.0,0.0,0.0,False
