pid,family,epsilon,h_attacked_norm,d_clean,d_attacked,x_clean,x_attacked,risk_eligible,delta_d,delta_x,delta_r_R
1ef057a1c416da19,ATTACK_V,0.0,17.702756159290203,-0.9539482031935906,-0.9539482031935906,0.9539482031935906,0.9539482031935906,True,0.0,0.0,0.0
920491b609a315de,ATTACK_V,0.0,18.04643190958626,1.3343953002051654,1.3343953002051654,0.0,0.0,False,0.0,0.0,0.0
6275234d50ac15d8,ATTACK_V,0.0,18.035425896682504,0.43102344120434294,0.43102344120434294,0.0,0.0,False,0.0,0.0,0.0
88dde1dea40eb939,ATTACK_V,0.0,18.295274014228465,2.4014226859832015,2.4014226859832015,0.0,0.0,False,0.0,0.0,0.0
d40c38c38782de88,ATTACK_V,0.0,17.922370140789063,0.9551929971457807,0.9551929971457807,0.0,0.0,False,0.0,0.0,0.0
1d8777e7240f36c5,ATTACK_V,0.0,18.017886505253486,0.04899981974590864,0.04899981974590864,0.0,0.0,False,0.0,0.0,0.0
9ff6f925ce6bf861,ATTACK_V,0.0,18.367746155177596,1.1981394842229294,1.1981394842229294,0.0,0.0,False,0.0,0.0,0.0
b360c0d3c54277aa,ATTACK_V,0.0,18.826755815054465,0.46624677633716693,0.46624677633716693,0.0,0.0,False,0.0,0.0,0.0
6478ca987bb8f85e,ATTACK_V,0.0,18.333265625846494,2.047518198612663,2.047518198612663,0.0,0.0,False,0.0,0.0,0.0
307427458ed84510,ATTACK_V,0.0,17.940806254436897,0.2743423239500545,0.2743423239500545,0.0,0.0,False,0.0,0.0,0.0
8d80569b480f72cc,ATTACK_V,0.0,18.908318141365932,0.06675891770680241,0.06675891770680241,0.0,0.0,False,0.0,0.0,0.0
0a84da408d497b39,ATTACK_V,0.0,17.75451923439874,1.8873185756783613,1.8873185756783613,0.0,0.0,False,0.0,0.0,0.0
e4c62fc9e4135c4d,ATTACK_V,0.0,18.07522870409743,1.2761778280296023,1.2761778280296023,0.0,0.0,False,0.0,0.0,0.0
d9556cf08e0379dc,ATTACK_V,0.0,18.256191428590384,0.167592947267063,0.167592947267063,0.0,0.0,False,0.0,0.0,0.0
84113b94c9ab8aac,ATTACK_V,0.0,18.33091102143285,1.060946039367757,1.060946039367757,0.0,0.0,False,0.0,0.0,0.0
8c0e42a34258bcc5,ATTACK_V,0.0,18.78335035885122,2.9947524283182014,2.9947524283182014,0.0,0.0,False,0.0,0.0,0.0
abc12d48bcb29b4c,ATTACK_V,0.0,18.126790114990204,0.8163493273339566,0.8163493273339566,0.0,0.0,False,0.0,0.0,0.0
f39aabec69a3af94,ATTACK_V,0.0,18.71875395736291,2.0146032587692657,2.0146032587692657,0.0,0.0,False,0.0,0.0,0.0
a9d8107d8731110a,ATTACK_V,0.0,18.374944686055706,1.0029098544254262,1.0029098544254262,0.0,0.0,False,0.0,0.0,0.0
b1ad04cf98af85f2,ATTACK_V,0.0,17.8869363465884,0.7325460495145846,0.7325460495145846,0.0,0.0,False,0.0,0.0,0.0
ff141a75ba75a441,ATTACK_V,0.0,17.594274347762447,0.7875092151779871,0.7875092151779871,0.0,0.0,False,0.0,0.0,0.0
9c606fc111fb9cd7,ATTACK_V,0.0,17.96840921737177,0.9643229350491157,0.9643229350491157,0.0,0.0,False,0.0,0.0,0.0
9f34b453c3ce3d02,ATTACK_V,0.0,18.26595052407365,1.1455182637572927,1.1455182637572927,0.0,0.0,False,0.0,0.0,0.0
